Weights,,,
Text Size,266.942261,0.070569,1
Graphic Size,694.376282,3.845456,1
Min Text Size,4999.998047,1,1
Min Graphic Size,4999.998047,1,1
Whitespace,10,1,1
Spread,870.576172,0.946047,1
Text Out of Bounds,4999.998047,10,1
Graphic Out of Bounds,4999.998047,10,1
Text Overlap,4999.998047,10,1
Graphic Overlap,0,10,1
Graphic Text Overlap,0,10,1
Text X Symmetry,45.572392,3,1
Text Y Symmetry,12.473525,3,1
Graphic X Symmetry,58.844463,3,1
Graphic Y Symmetry,20.279356,3,1
Align X-Left,462.379700,0.010630,1
Align X-Center,276.503479,0.009549,1
Align X-Right,10,0.010000,1
Align Y-Bottom,11.743123,1.063422,1
Align Y-Center,11.401710,1.051780,1
Align Y-Top,103.392174,1.131567,1
Align Error X,501.436188,1.053576,1
Align Error Y,487.950562,0.651107,1
Align Group Sizes,0,1,1
Text Importance Pearson,262.232483,0.537958,1
Graphic Importance Pearson,0,1,1
Text X Position,47.433727,0.102647,1
Graphic X Position,14.184196,0.098750,1
Text Y Position,35.866165,0.101654,1
Graphic Y Position,31.658701,0.100544,1
Text X Position - Reverse,18.974266,0.098319,1
Graphic X Position - Reverse,63.472225,0.105174,1
Text Y Position - Reverse,25.099264,0.099908,1
Graphic Y Position - Reverse,28.430899,0.100025,1
Pairwise Distances Avg,358.281036,10,1
Pairwise Distances Min,347.933319,10,1
Text Margins Avg,10,1,1
Text Margins Min,365.946594,50.000004,1
Graphic Margins Avg,10,1,1
Graphic Margins Min,297.081207,50.000004,1
Text Size Variance,7.745822,0.926440,1
Text X Flow,28.482277,0.665107,1
Text Y Flow,100.000008,1,1
Num Regions,0,0.100000,1
Text Region X Symmetry,190.574387,1.710552,1
Graphic Region X Symmetry,190.587540,1.725934,1
Text X Reverse Symmetry,20.642195,0.836090,1
Text Y Reverse Symmetry,21.666864,1.054696,1
Graphic X Reverse Symmetry,12.789896,0.998573,1
Graphic Y Reverse Symmetry,9.145324,1.101390,1
Text X Position Variance,15.614052,1.156902,1
Graphic X Position Variance,13.097237,0.986261,1
Text Y Position Variance,12.367960,0.967992,1
Graphic Y Position Variance,9.005020,0.951353,1
Text Distances Avg,10,1,1
Element Region Difference,0,1,1
Empty Region,0,1,1
Region Overlap,0,10,1
Line Length,141.083878,10.702884,1
Element 0 Position Difference,0,3,0
Element 1 Position Difference,0,3,0
Element 2 Position Difference,0,3,0
Element 3 Position Difference,0,3,0
Element 4 Position Difference,0,3,0
Element 5 Position Difference,0,3,0
Element 6 Position Difference,0,3,0
Element 7 Position Difference,0,3,0
Element 8 Position Difference,0,3,0
Element 9 Position Difference,0,3,0
Element 10 Position Difference,0,3,0
Element 11 Position Difference,0,3,0
Element 12 Position Difference,0,3,0
Element 13 Position Difference,0,3,0
Element 14 Position Difference,0,3,0
Element 0 Height Difference,0,3,0
Element 1 Height Difference,0,3,0
Element 2 Height Difference,0,3,0
Element 3 Height Difference,0,3,0
Element 4 Height Difference,0,3,0
Element 5 Height Difference,0,3,0
Element 6 Height Difference,0,3,0
Element 7 Height Difference,0,3,0
Element 8 Height Difference,0,3,0
Element 9 Height Difference,0,3,0
Element 10 Height Difference,0,3,0
Element 11 Height Difference,0,3,0
Element 12 Height Difference,0,3,0
Element 13 Height Difference,0,3,0
Element 14 Height Difference,0,3,0
Graphic Size Variance,152.153809,5.186206,1
Text Diag Flow,100.000008,5,1
Group Distance,400.000031,1,1
No Overlap Regions,3000.000244,10,1
Text Size Reverse,14.984519,1.145434,1
Graphic Size Reverse,8.978265,0.972136,1
Whitespace Reverse,10,1,1
Previous Layout,300.000031,1,1
Group Alignment,100.000008,0.100000,1
Group Text Size Variance,100.000008,5,1
Group Graphic Size Variance,100.000008,5,1
Group Graphic X Align Variance,25.000002,5,1
Group Graphic Y Align Variance,25.000002,5,1
Hidden Element,1500.000122,1,1
Alignment Lines,0,1,1
Size Constraints,0,20,0
Alignment Constraints,0,20,0
Relative Difference,0,5,0
